CHROMOSOME	START	END	STRAND	GENE_ID	GENE_NAME
1	197881032	197904608	+	ENSG00000143355.16_7	LHX9
1	198126124	198291550	+	ENSG00000151414.15_5	NEK7
1	198166909	198167316	-	ENSG00000232824.1_4	PRR13P1
1	198419796	198489007	-	ENSG00000287989.1_2	AL450352.1
1	198492352	198510075	-	ENSG00000151418.11_3	ATP6V1G3
1	198566854	198567998	-	ENSG00000223881.1_7	AL157402.1
1	198607587	198726605	+	ENSG00000081237.20_6	PTPRC
1	198626682	198636190	-	ENSG00000261573.1_7	AL157402.2
1	198648268	198649162	-	ENSG00000236278.2_5	PEBP1P3
1	198746990	198906600	-	ENSG00000229989.4_4	MIR181A1HG
1	198918145	198918934	+	ENSG00000227747.2_5	AC096631.2
1	198942508	198954635	+	ENSG00000225172.6_6	AC096631.1
1	198975169	198990166	-	ENSG00000233410.1_6	LINC01222
1	198985262	199045864	+	ENSG00000235492.1_5	LINC01221
1	199009630	199050104	-	ENSG00000286541.1_2	AC105941.1
1	199117726	199362435	+	ENSG00000231718.1_8	LINC02789
1	199341005	199341425	+	ENSG00000228190.2_4	RPL23AP16
1	199356269	199357603	+	ENSG00000236468.1_5	AC099335.1
1	199721619	199722018	+	ENSG00000231984.1_5	AL596266.1
1	199846106	199846686	+	ENSG00000228530.1_5	AL445687.1
1	199878049	199878776	+	ENSG00000229747.1_5	AL445687.2
1	199996742	200146548	+	ENSG00000116833.14_4	NR5A2
1	200116659	200117407	-	ENSG00000229220.1_5	AC096633.1
1	200182806	200183450	+	ENSG00000233827.2_4	CCNQP1
1	200222547	200369833	-	ENSG00000203721.7_7	LINC00862
1	200284563	200285095	-	ENSG00000273093.1_6	AC097065.2
1	200298289	200298805	+	ENSG00000213045.3_5	AC097065.1
1	200302321	200447797	+	ENSG00000230623.6_7	AC104461.1
1	200374068	200379184	-	ENSG00000162702.8_4	ZNF281
1	200447148	200452732	-	ENSG00000282849.1_7	AL359834.1
1	200520625	200589879	-	ENSG00000118193.12_4	KIF14
1	200593024	200639035	-	ENSG00000118197.14_9	DDX59
1	200638635	200663378	+	ENSG00000260088.1_7	DDX59-AS1
1	200708686	200829832	+	ENSG00000118200.14_5	CAMSAP2
1	200832936	200833280	+	ENSG00000231333.2_4	RPL34P6
1	200842109	200843306	+	ENSG00000170128.5_4	GPR25
1	200860176	200884870	+	ENSG00000163362.11_9	INAVA
1	200886588	200935796	+	ENSG00000233217.2_3	MROH3P
1	200938518	200992828	-	ENSG00000116852.14_4	KIF21B
1	200993077	200997920	+	ENSG00000229191.1_6	AL358473.1
1	201000264	201012201	+	ENSG00000234132.2_6	AL358473.2
1	201008640	201081579	-	ENSG00000081248.11_4	CACNA1S
1	201083081	201096312	-	ENSG00000232237.3_3	ASCL5
1	201103900	201140702	-	ENSG00000116857.17_5	TMEM9
1	201159952	201198080	+	ENSG00000163395.17_4	IGFN1
1	201191241	201192251	-	ENSG00000229821.1_7	AC103925.1
1	201252580	201302121	+	ENSG00000081277.12_3	PKP1
1	201328136	201346892	-	ENSG00000118194.20_7	TNNT2
1	201328146	201354912	-	ENSG00000286600.1_2	AC119427.2
1	201349961	201369043	-	ENSG00000159166.15_8	LAD1
1	201368761	201370318	+	ENSG00000282221.1_6	AC119427.1
1	201372896	201398994	-	ENSG00000159173.19_6	TNNI1
1	201398103	201398489	+	ENSG00000227048.2_5	AC096677.3
1	201433406	201438365	-	ENSG00000174307.7_4	PHLDA3
1	201433511	201434274	-	ENSG00000224818.1_8	AC096677.2
1	201452658	201478584	-	ENSG00000159176.14_5	CSRP1
1	201476369	201503912	+	ENSG00000224536.2_7	AC096677.1
1	201487831	201553495	+	ENSG00000223396.4_6	RPS10P7
1	201592013	201796097	+	ENSG00000134369.15_4	NAV1
1	201642233	201643272	-	ENSG00000236390.1_7	AC092800.1
1	201657387	201798687	-	ENSG00000231871.5_8	IPO9-AS1
1	201692422	201706634	-	ENSG00000235121.1_8	AL645504.1
1	201798277	201853419	+	ENSG00000198700.10_3	IPO9
1	201857808	201861434	+	ENSG00000198892.6_2	SHISA4
1	201862970	201869106	+	ENSG00000223774.5_6	AL513217.1
1	201865584	201915716	-	ENSG00000163431.13_6	LMOD1
1	201924631	201939792	+	ENSG00000134375.11_3	TIMM17A
1	201947770	201948077	+	ENSG00000238003.1_4	RPL10P4
1	201951500	201975275	+	ENSG00000176393.11_7	RNPEP
1	201964824	201979591	-	ENSG00000234678.2_7	ELF3-AS1
1	201977073	201986311	+	ENSG00000163435.16_6	ELF3
1	201980498	201984785	+	ENSG00000249007.1_8	AL691482.4
1	201997734	201997820	+	ENSG00000232296.1_6	AL691482.2
1	202008979	202009062	+	ENSG00000235811.1_6	AL691482.3
1	202065887	202066106	+	ENSG00000227109.1_4	CRIP1P3
1	202092045	202102720	+	ENSG00000170075.9_3	GPR37L1
1	202102532	202113871	-	ENSG00000143862.8_4	ARL8A
1	202116141	202130716	-	ENSG00000143851.15_8	PTPN7
1	202137179	202158583	+	ENSG00000243323.7_3	PTPRVP
1	202163029	202288909	+	ENSG00000133067.17_4	LGR6
1	202300785	202311108	-	ENSG00000077152.11_6	UBE2T
1	202317827	202561834	+	ENSG00000077157.22_7	PPP1R12B
1	202338654	202339273	-	ENSG00000229120.2_5	CYCSP4
1	202407524	202409085	+	ENSG00000232626.3_5	AC099336.1
1	202440992	202441245	-	ENSG00000236439.4_5	AC099336.2
1	202559724	202679582	-	ENSG00000143858.12_4	SYT2
1	202573396	202574421	+	ENSG00000226862.1_6	AC104463.2
1	202601556	202602039	+	ENSG00000225620.1_6	AC104463.1
1	202693623	202777615	-	ENSG00000117139.18_7	KDM5B
1	202736357	202736546	-	ENSG00000235449.2_5	AC098934.3
1	202765158	202766222	+	ENSG00000226148.1_4	SLC25A39P1
1	202779366	202779957	-	ENSG00000260021.1_6	AC098934.4
1	202780082	202781284	+	ENSG00000228288.7_6	PCAT6
1	202789394	202796353	+	ENSG00000184774.10_4	MGAT4EP
1	202820956	202830748	-	ENSG00000214796.8_6	AC098934.1
1	202830882	202844369	+	ENSG00000234996.4_5	AC098934.2
1	202847410	202858277	-	ENSG00000183155.5_4	RABIF
1	202860244	202897764	-	ENSG00000117153.16_5	KLHL12
1	202880940	202881857	+	ENSG00000230280.2_4	HNRNPA1P59
1	202909954	202927700	-	ENSG00000159346.13_5	ADIPOR1
1	202931001	202936403	-	ENSG00000159348.13_6	CYB5R1
1	202955685	202957710	-	ENSG00000234761.1_6	MGAT4FP
1	202968866	202969480	+	ENSG00000231547.1_6	AC096632.2
1	202976502	202993976	+	ENSG00000163444.12_3	TMEM183A
1	202995626	203047868	+	ENSG00000143847.15_3	PPFIA4
1	203052257	203055140	-	ENSG00000122180.5_4	MYOG
1	203059782	203136533	+	ENSG00000163485.17_4	ADORA1
1	203084596	203097495	-	ENSG00000234775.2_7	AC105940.2
1	203113822	203121707	-	ENSG00000224671.2_7	AC105940.1
1	203136939	203144954	-	ENSG00000133055.9_5	MYBPH
1	203148059	203155832	-	ENSG00000133048.13_4	CHI3L1
1	203181955	203242769	-	ENSG00000133063.16_4	CHIT1
1	203224871	203225603	+	ENSG00000236523.2_4	NPM1P40
1	203242349	203257932	+	ENSG00000231507.2_5	LINC01353
1	203267886	203274437	-	ENSG00000233791.5_6	LINC01136
1	203274619	203278730	+	ENSG00000159388.6_4	BTG2
1	203309756	203320886	-	ENSG00000122176.12_5	FMOD
1	203322493	203322779	-	ENSG00000229652.1_5	AL359837.1
1	203369394	203369709	-	ENSG00000271588.1_4	LARP7P1
1	203444934	203460480	+	ENSG00000188783.6_3	PRELP
1	203463281	203478077	+	ENSG00000188770.10_4	OPTC
1	203595689	203713209	+	ENSG00000058668.14_4	ATP2B4
1	203626097	203626888	-	ENSG00000236035.2_5	AL513343.1
1	203734305	203745500	+	ENSG00000122188.13_3	LAX1
1	203764782	203824127	+	ENSG00000058673.16_6	ZC3H11A
1	203764842	203824127	+	ENSG00000257315.2_4	ZBED6
1	203774749	203775391	-	ENSG00000227417.3_5	AC114402.2
1	203804713	203805040	-	ENSG00000223505.2_5	AC114402.1
1	203830727	203840280	+	ENSG00000182004.13_3	SNRPE
1	203841702	203843315	-	ENSG00000236430.1_5	KRT8P29
1	203872851	203873141	-	ENSG00000232917.5_4	HSPE1P6
1	203923768	203924908	+	ENSG00000237379.1_4	CBX1P3
1	203965660	203977485	+	ENSG00000286383.1_2	AC096645.1
1	204001575	204010393	-	ENSG00000176754.13_7	LINC00303
1	204033661	204043093	-	ENSG00000286572.1_3	AL592146.2
1	204042243	204096871	+	ENSG00000143842.15_8	SOX13
1	204100190	204101094	+	ENSG00000261065.1_6	AL592146.1
1	204100190	204121172	-	ENSG00000143845.15_7	ETNK2
1	204110532	204112455	+	ENSG00000230550.2_8	ERLNC1
1	204123947	204159452	-	ENSG00000143839.15_5	REN
1	204152134	204152665	+	ENSG00000225522.2_5	AL592114.2
1	204159469	204165619	-	ENSG00000170498.9_4	KISS1
1	204167291	204183116	-	ENSG00000174567.8_4	GOLT1A
1	204187981	204346793	-	ENSG00000143850.16_8	PLEKHA6
1	204246029	204249491	+	ENSG00000231691.2_7	AL592114.3
1	204315904	204316386	-	ENSG00000219133.2_5	AL592114.1
1	204337559	204338847	-	ENSG00000280924.1_3	LINC00628
1	204346978	204404974	+	ENSG00000226330.1_7	AL606489.1
1	204363669	204363902	+	ENSG00000237848.1_5	AL606489.2
1	204372509	204380945	-	ENSG00000158615.9_4	PPP1R15B
1	204391756	204463852	-	ENSG00000133056.13_7	PIK3C2B
1	204485507	204527248	+	ENSG00000198625.13_5	MDM4
1	204497973	204498820	-	ENSG00000236779.1_5	AL512306.1
1	204531541	204531649	-	ENSG00000200408.1_1	RNA5SP74
1	204572163	204585693	+	ENSG00000240710.1_6	AL512306.3
1	204586298	204654866	-	ENSG00000170382.12_4	LRRN2
1	204595903	204598840	+	ENSG00000240219.1_6	AL512306.2
1	204633000	204633741	+	ENSG00000228153.1_6	AL161793.1
1	204676448	204676558	-	ENSG00000252650.1_1	RNA5SP75
1	204791792	204798402	-	ENSG00000287197.1_3	AC096675.1
1	204797779	204991950	+	ENSG00000163531.15_7	NFASC
1	204915736	204916297	+	ENSG00000229657.2_5	AL391822.1
1	205012065	205047417	+	ENSG00000184144.12_5	CNTN2
1	205052257	205053588	-	ENSG00000174529.7_3	TMEM81
1	205055270	205091143	-	ENSG00000117222.14_5	RBBP5
1	205060291	205061074	+	ENSG00000271580.1_5	AL583832.1
1	205103774	205104078	+	ENSG00000236108.1_5	AC093422.3
1	205111633	205180830	-	ENSG00000133059.17_4	DSTYK
1	205171319	205171870	+	ENSG00000213041.4_5	AC093422.1
1	205197074	205254760	+	ENSG00000133069.17_6	TMCC2
1	205202949	205205995	-	ENSG00000225063.1_7	AC093422.2
1	205271191	205290888	-	ENSG00000163545.10_5	NUAK2
1	205305193	205326218	-	ENSG00000162873.14_8	KLHDC8A
1	205320375	205320599	+	ENSG00000235363.1_4	SNRPGP10
1	205342380	205356568	+	ENSG00000226235.1_6	LEMD1-AS1
1	205350506	205425082	-	ENSG00000186007.10_6	LEMD1
1	205404013	205426219	-	ENSG00000281406.2_5	BLACAT1
1	205425057	205438152	+	ENSG00000224717.1_7	LEMD1-DT
1	205473723	205501921	+	ENSG00000117266.15_5	CDK18
1	205538013	205572046	+	ENSG00000174514.13_4	MFSD4A
1	205566684	205601139	-	ENSG00000158711.14_3	ELK4
1	205594611	205595281	+	ENSG00000236942.1_5	AC096533.1
1	205626979	205649637	-	ENSG00000158715.6_4	SLC45A3
1	205681950	205719310	-	ENSG00000069275.13_4	NUCKS1
1	205737114	205744610	-	ENSG00000117280.13_4	RAB29
1	205744687	205752751	+	ENSG00000285521.1_1	AC119673.2
1	205758222	205782876	-	ENSG00000133065.11_4	SLC41A1
1	205782450	205865210	+	ENSG00000286619.1_2	AC119673.3
1	205797153	205819260	-	ENSG00000162877.13_4	PM20D1
1	205882176	205912588	-	ENSG00000174502.19_5	SLC26A9
1	205904256	205904896	+	ENSG00000227687.1_6	AL713965.1
1	206136916	206155151	+	ENSG00000196550.10_2	FAM72A
1	206164084	206166270	+	ENSG00000236889.1_6	AC244035.2
1	206175181	206194166	-	ENSG00000287432.1_3	AC244035.4
1	206180054	206180443	+	ENSG00000225483.1_5	RPL22P4
1	206214526	206223548	-	ENSG00000226780.1_7	AC244035.1
1	206223632	206234395	+	ENSG00000198049.7_3	AVPR1B
1	206238882	206288197	-	ENSG00000263961.8_5	RHEX
1	206279114	206306115	-	ENSG00000285417.1_3	BX571818.1
1	206317473	206332104	+	ENSG00000196188.11_3	CTSE
1	206506678	206506789	-	ENSG00000229509.1_5	AC244023.1
1	206643819	206670222	+	ENSG00000263528.8_3	IKBKE
1	206664449	206671061	-	ENSG00000162888.4_6	C1orf147
1	206677281	206677789	+	ENSG00000261000.1_6	AC244034.2
1	206680864	206762780	+	ENSG00000266094.8_5	RASSF5
1	206702248	206703039	+	ENSG00000234981.1_5	AC244034.1
1	206715087	206718221	+	ENSG00000279946.1_6	AC244034.3
1	206744620	206785818	-	ENSG00000143486.16_7	EIF2D
1	206807541	206809059	-	ENSG00000237605.2_7	DYRK3-AS1
1	206808881	206857764	+	ENSG00000143479.17_5	DYRK3
1	206858289	206907628	+	ENSG00000162889.10_4	MAPKAPK2
1	206869182	206869614	-	ENSG00000224114.1_6	AL591846.2
1	206940947	206947886	-	ENSG00000136634.7_8	IL10
1	206944109	207016326	+	ENSG00000142224.16_5	IL19
1	207038699	207042568	+	ENSG00000162891.10_2	IL20
1	207070788	207077484	+	ENSG00000162892.16_4	IL24
1	207076662	207096592	-	ENSG00000162894.12_6	FCMR
1	207079273	207079738	+	ENSG00000271680.1_5	AC098935.2
1	207080964	207081574	+	ENSG00000226945.1_5	AC098935.1
1	207101867	207119811	-	ENSG00000162896.6_4	PIGR
1	207131310	207143970	-	ENSG00000162897.16_6	FCAMR
1	207191867	207206101	-	ENSG00000182795.13_4	C1orf116
1	207207711	207254369	+	ENSG00000123836.15_6	PFKFB2
1	207217194	207226325	-	ENSG00000180667.10_3	YOD1
1	207262205	207273338	+	ENSG00000123843.13_5	C4BPB
1	207277578	207318317	+	ENSG00000123838.11_4	C4BPA
1	207300355	207300831	-	ENSG00000275392.1_6	AL445493.3
1	207323550	207323626	-	ENSG00000226565.2_5	AL445493.1
1	207338841	207357255	+	ENSG00000224462.2_4	C4BPAP1
1	207352641	207357407	+	ENSG00000243636.1_7	AL445493.2
1	207399143	207402547	+	ENSG00000232621.1_4	C4BPAP2
1	207413467	207482637	+	ENSG00000237074.2_6	AL596218.1
1	207494721	207560149	+	ENSG00000196352.15_7	CD55
1	207575036	207589581	-	ENSG00000283044.1_7	AL391597.1
1	207627575	207663240	+	ENSG00000117322.17_4	CR2
1	207669492	207815110	+	ENSG00000203710.11_5	CR1
1	207725270	207779900	-	ENSG00000236911.6_7	AL137789.1
1	207818458	207911761	+	ENSG00000197721.17_4	CR1L
1	207818579	207830755	+	ENSG00000244703.3_4	CD46P1
1	207831799	207832487	+	ENSG00000226289.1_4	CDCA4P3
1	207882369	207884853	-	ENSG00000285239.1_4	AL137789.2
1	207925402	207968858	+	ENSG00000117335.19_4	CD46
1	207935929	207936608	+	ENSG00000234219.1_4	CDCA4P4
1	207974863	208052460	-	ENSG00000203709.12_8	MIR29B2CHG
1	208054317	208084747	-	ENSG00000174059.17_7	CD34
1	208083337	208090433	+	ENSG00000285719.2_3	AL356275.1
1	208132637	208142674	+	ENSG00000284237.1_6	LINC02767
1	208195587	208417729	-	ENSG00000076356.7_4	PLXNA2
1	208279447	208281000	+	ENSG00000287220.1_1	AL590138.1
1	208428635	208428721	-	ENSG00000226843.1_5	AL606753.1
1	208439404	208444012	-	ENSG00000286198.1_3	AL606753.2
1	208779909	208787640	-	ENSG00000261453.2_6	LINC01735
1	208800086	208801430	-	ENSG00000259815.1_8	LINC02769
1	208870714	208871043	-	ENSG00000227887.1_4	RPS26P13
1	208902010	208909631	+	ENSG00000232812.2_5	LINC01717
1	209145799	209148652	+	ENSG00000236950.1_5	LINC01774
1	209174683	209174821	+	ENSG00000278684.1_5	AC104465.1
1	209280848	209287764	+	ENSG00000287046.1_1	AC092810.4
1	209320565	209440103	-	ENSG00000232537.2_7	AC092810.3
1	209346359	209346720	+	ENSG00000228081.2_5	AC092810.2
1	209405541	209406764	+	ENSG00000224540.1_5	AC092810.1
1	209441143	209441568	-	ENSG00000225712.1_4	ATP5MC2P1
1	209498737	209501880	+	ENSG00000227940.2_5	LINC01696
1	209541007	209553863	+	ENSG00000231648.2_5	LINC01698
1	209602162	209606183	+	ENSG00000230937.12_4	MIR205HG
1	209701800	209741018	-	ENSG00000224260.6_7	AL023754.1
1	209704581	209709696	+	ENSG00000287902.1_1	AL023754.2
1	209757059	209787284	+	ENSG00000008118.10_4	CAMK1G
1	209788215	209825770	-	ENSG00000196878.15_5	LAMB3
1	209834709	209897470	-	ENSG00000227591.5_8	HSD11B1-AS1
1	209848757	209849735	+	ENSG00000123689.6_3	G0S2
1	209859523	209908294	+	ENSG00000117594.10_4	HSD11B1
1	209917718	209918559	+	ENSG00000236136.1_4	ADORA2BP1
1	209929377	209955665	+	ENSG00000009790.15_6	TRAF3IP3
1	209952553	209957904	-	ENSG00000162757.4_4	C1orf74
1	209958962	209979520	-	ENSG00000117595.12_7	IRF6
1	210001317	210030910	+	ENSG00000117597.18_5	UTP25
1	210074268	210344734	+	ENSG00000143469.19_6	SYT14
1	210160678	210170437	-	ENSG00000287343.1_2	AL022397.1
1	210404801	210407392	-	ENSG00000203706.8_6	SERTAD4-AS1
1	210406141	210419976	+	ENSG00000082497.12_3	SERTAD4
1	210438981	210440586	-	ENSG00000228110.4_5	ST13P19
1	210477029	210477885	+	ENSG00000233455.2_5	AL035414.1
1	210501596	210849638	+	ENSG00000054392.13_5	HHAT
1	210536205	210540292	-	ENSG00000287354.1_2	AL034351.4
1	210560001	210567456	-	ENSG00000287157.1_2	AL034351.3
1	210635689	210636356	-	ENSG00000270936.1_5	AL034351.1
1	210850165	211307507	-	ENSG00000143473.13_7	KCNH1
1	210851657	210855274	+	ENSG00000279333.1_5	AC096636.1
1	211031467	211307488	-	ENSG00000284299.1_5	AL590132.1
1	211032519	211035627	-	ENSG00000224668.1_4	IPO8P1
1	211256214	211361875	-	ENSG00000283952.1_5	AC092017.3
1	211281787	211380480	-	ENSG00000284376.1_6	AC092017.4
1	211305930	211306716	-	ENSG00000234233.1_7	KCNH1-IT1
1	211346830	211347191	+	ENSG00000234004.4_5	AC092017.2
1	211380581	211381239	+	ENSG00000226986.4_5	AC092017.1
1	211431719	211489727	+	ENSG00000117625.13_5	RCOR3
1	211499957	211548288	+	ENSG00000082512.15_3	TRAF5
1	211550176	211556059	-	ENSG00000287033.1_2	AL590101.1
1	211556078	211608912	+	ENSG00000153363.13_5	LINC00467
1	211590367	211591276	+	ENSG00000236809.2_4	SNX25P1
1	211615616	211616148	+	ENSG00000238137.2_4	ARPC3P2
1	211649864	211666259	-	ENSG00000198570.5_3	RD3
1	211665597	211666259	+	ENSG00000223649.1_6	AC105275.1
1	211744910	211752503	-	ENSG00000170385.10_4	SLC30A1
1	211756357	211757067	-	ENSG00000261314.1_6	AC105275.2
1	211809207	211817456	-	ENSG00000228792.3_7	AL356310.1
1	211812782	211827969	+	ENSG00000227764.2_6	LINC01693
1	211831999	211848972	-	ENSG00000117650.13_4	NEK2
1	211833531	211834619	-	ENSG00000224763.1_4	FDPSP8
1	211849091	211863445	+	ENSG00000231057.4_8	AC096637.3
1	211889270	211898744	-	ENSG00000226868.1_7	AC096637.2
1	211916799	212004105	-	ENSG00000123684.13_4	LPGAT1
1	212002978	212027045	+	ENSG00000229258.6_7	LPGAT1-AS1
1	212109591	212109976	+	ENSG00000233626.2_6	AC092814.2
1	212113741	212208899	-	ENSG00000143493.13_5	INTS7
1	212208895	212280742	+	ENSG00000143476.18_3	DTL
1	212224866	212225348	-	ENSG00000220749.4_4	RPL21P28
1	212341549	212363601	+	ENSG00000229983.1_6	AL606468.1
1	212398620	212412319	-	ENSG00000226251.6_8	LINC02608
1	212458752	212535195	+	ENSG00000066027.12_4	PPP2R5A
1	212470790	212472921	+	ENSG00000230063.1_7	AL360091.2
1	212472837	212505055	-	ENSG00000234915.1_8	AL360091.3
1	212482393	212482860	-	ENSG00000225338.1_4	RPL23AP18
1	212530760	212531695	+	ENSG00000229832.1_7	AL360091.1
1	212537273	212588243	-	ENSG00000065600.12_5	PACC1
1	212603611	212606117	-	ENSG00000287445.1_3	AC092803.3
1	212606262	212619721	+	ENSG00000117691.10_3	NENF
1	212640041	212646247	-	ENSG00000224535.2_8	LINC02771
1	212677520	212707402	+	ENSG00000286213.1_3	AC092803.2
1	212719036	212729407	+	ENSG00000228067.1_5	LINC01740
1	212732705	212734741	+	ENSG00000288007.1_2	AC092803.4
1	212738676	212794119	+	ENSG00000162772.17_6	ATF3
1	212797626	212800113	-	ENSG00000235862.2_7	AL590648.2
1	212797816	212800117	+	ENSG00000162771.8_4	FAM71A
1	212820638	212821097	+	ENSG00000226036.1_5	AL590648.1
1	212826647	212838980	-	ENSG00000237980.2_8	LINC02773
1	212859759	212873182	-	ENSG00000123685.9_4	BATF3
1	212899495	212965124	-	ENSG00000117697.15_4	NSL1
1	212965170	212990172	+	ENSG00000203705.11_6	TATDN3
1	212997369	212997847	+	ENSG00000236905.2_5	AC104333.3
1	213003483	213020991	-	ENSG00000185523.6_4	SPATA45
1	213025447	213031468	-	ENSG00000198468.9_7	FLVCR1-DT
1	213026622	213026768	+	ENSG00000235182.1_5	AC104333.1
1	213028517	213028708	-	ENSG00000236317.1_5	AC104333.2
1	213031617	213072705	+	ENSG00000162769.13_3	FLVCR1
1	213090129	213090919	+	ENSG00000282718.1_6	AC104333.4
1	213123862	213165379	+	ENSG00000143494.15_5	VASH2
1	213165524	213189209	-	ENSG00000174606.14_5	ANGEL2
1	213224575	213448117	+	ENSG00000136643.12_4	RPS6KC1
1	213602051	213602420	-	ENSG00000228646.3_4	RPL31P13
1	213665631	213752610	+	ENSG00000225233.2_6	AL592402.1
1	213904759	213967930	+	ENSG00000228255.1_6	AC096639.1
1	213991094	214161851	-	ENSG00000230461.9_8	PROX1-AS1
1	214098092	214099997	-	ENSG00000281664.1_3	LINC00538
1	214156524	214214853	+	ENSG00000117707.16_6	PROX1
1	214157136	214159762	-	ENSG00000274895.1_7	AC011700.1
1	214202234	214204244	-	ENSG00000272167.2_6	AL606537.1
1	214224537	214361116	-	ENSG00000283518.1_8	LINC02775
1	214454445	214510474	+	ENSG00000143499.14_3	SMYD2
1	214517515	214530958	-	ENSG00000228470.1_8	AL929236.1
1	214522043	214725792	-	ENSG00000152104.12_5	PTPN14
1	214656156	214656730	-	ENSG00000213036.3_5	AL445305.1
1	214705538	214706810	+	ENSG00000215819.3_4	KRT18P12
1	214776538	214837914	+	ENSG00000117724.13_3	CENPF
1	214778813	214782183	-	ENSG00000250536.1_5	ABHD17AP3
1	214786303	214786741	-	ENSG00000224584.2_4	UBE2V1P13
1	215044077	215045059	+	ENSG00000185221.6_4	GAPDHP24
1	215116466	215116883	+	ENSG00000223869.1_5	AC099563.1
1	215120252	215161383	+	ENSG00000287008.1_1	AC099563.2
1	215179118	215410436	+	ENSG00000082482.13_7	KCNK2
1	215549827	215550717	+	ENSG00000232809.1_4	VDAC1P10
1	215566989	215567761	-	ENSG00000282265.1_7	AL450990.1
1	215740647	215795149	+	ENSG00000136636.13_5	KCTD3
1	215796233	216596790	-	ENSG00000042781.14_5	USH2A
1	216059924	216074806	+	ENSG00000229242.1_6	AL358452.1
1	216245807	216260259	+	ENSG00000233620.5_6	AC093581.1
1	216367393	216377708	+	ENSG00000236292.1_6	AC138024.1
1	216374977	216375168	-	ENSG00000226013.1_4	MRPS18BP1
1	216676588	217311097	-	ENSG00000196482.18_7	ESRRG
1	217600334	217804432	-	ENSG00000092978.11_4	GPATCH2
1	217804666	218045038	+	ENSG00000162814.11_3	SPATA17
1	217954540	217958462	-	ENSG00000234070.1_7	SPATA17-AS1
1	218023745	218023975	-	ENSG00000228247.1_2	UBBP2
1	218066242	218094146	+	ENSG00000231814.3_3	LINC00210
1	218205177	218207002	+	ENSG00000230714.1_6	AL355526.1
1	218216847	218232482	+	ENSG00000232100.1_5	LINC01653
1	218220285	218222563	-	ENSG00000286775.1_2	AL355526.2
1	218458635	218511325	+	ENSG00000067533.6_3	RRP15
1	218474604	218475314	-	ENSG00000229016.1_5	AC096638.2
1	218511883	218512098	+	ENSG00000223375.1_5	AC096638.1
1	218517538	218519020	-	ENSG00000232480.1_7	TGFB2-AS1
1	218518678	218617961	+	ENSG00000092969.12_5	TGFB2
1	218615968	218617338	+	ENSG00000281453.1_4	TGFB2-OT1
1	218632607	218699320	+	ENSG00000228208.7_3	C1orf143
1	219054942	219055992	-	ENSG00000226693.1_4	NXNP1
1	219086099	219092056	-	ENSG00000225561.2_6	LINC01710
1	219156365	219347303	-	ENSG00000228063.2_8	LYPLAL1-DT
1	219347211	219386207	+	ENSG00000143353.12_3	LYPLAL1
1	219373256	219373909	-	ENSG00000225920.2_4	RIMKLBP2
1	219395590	219398839	-	ENSG00000223842.1_7	AL360093.1
1	219444116	219446729	+	ENSG00000277007.1_6	AC096642.1
1	219468324	219471010	+	ENSG00000287676.1_1	AC096642.2
1	219582381	219632711	-	ENSG00000228536.3_8	LYPLAL1-AS1
1	219730534	219731043	+	ENSG00000238232.1_6	AL356364.1
1	219781352	219786487	-	ENSG00000215817.7_7	ZC3H11B
1	219858769	220131989	-	ENSG00000196660.10_3	SLC30A10
1	219935131	219935217	+	ENSG00000252086.1_1	RNA5SP76
1	220141942	220219872	-	ENSG00000136628.18_4	EPRS1
